77, 32
105, 35
129, 39
157, 45
182, 51
204, 60
221, 77
240, 104
247, 134
243, 154
232, 170
220, 186
204, 196
179, 209
145, 224
122, 234
95, 241
29, 58
32, 74
36, 89
46, 110
59, 124
62, 161
56, 179
50, 199
50, 219
55, 234
94, 140
104, 141
113, 143
122, 144
140, 123
143, 131
146, 139
144, 146
143, 153
70, 66
67, 77
70, 92
82, 103
86, 89
82, 74
91, 173
82, 187
82, 204
90, 217
98, 205
97, 187
171, 93
161, 109
158, 122
161, 134
159, 149
164, 161
174, 170
190, 161
202, 153
204, 135
201, 116
188, 104
172, 100
170, 119
171, 134
171, 148
176, 164
189, 146
189, 134
188, 120
