113, 64
128, 65
144, 66
161, 75
180, 79
197, 86
211, 95
221, 105
223, 120
219, 138
211, 157
200, 176
184, 191
164, 200
140, 203
117, 203
94, 202
94, 60
85, 65
81, 73
80, 82
84, 90
69, 112
61, 125
53, 140
53, 156
63, 175
99, 104
109, 100
125, 99
141, 94
155, 90
157, 92
159, 96
157, 106
156, 115
111, 69
98, 75
93, 89
104, 94
108, 88
113, 79
91, 133
78, 144
74, 158
81, 169
88, 163
91, 149
182, 92
176, 96
172, 100
172, 106
171, 112
172, 123
174, 138
180, 126
183, 118
184, 111
184, 105
185, 98
181, 95
179, 104
178, 108
177, 114
174, 134
177, 114
178, 108
179, 104
