94, 60
116, 57
139, 58
159, 65
179, 73
196, 88
209, 107
219, 128
221, 145
214, 157
200, 166
188, 176
171, 183
155, 190
142, 196
124, 203
108, 202
84, 96
76, 108
73, 124
78, 136
85, 146
87, 170
82, 179
78, 188
78, 195
81, 198
102, 159
120, 166
137, 168
153, 172
157, 143
157, 156
166, 171
157, 180
152, 180
102, 114
100, 122
99, 131
101, 138
105, 131
105, 123
105, 173
101, 180
101, 187
105, 194
108, 187
108, 180
176, 125
176, 142
175, 149
178, 155
176, 159
178, 165
179, 171
186, 168
192, 162
193, 153
192, 143
185, 133
177, 128
180, 148
182, 155
180, 162
180, 168
180, 161
182, 156
180, 147
