85, 61
105, 60
124, 60
144, 60
164, 60
184, 70
199, 83
213, 101
218, 130
219, 157
210, 171
200, 185
183, 188
161, 192
139, 195
119, 198
97, 200
68, 82
66, 91
71, 101
79, 110
86, 117
91, 157
83, 165
77, 174
72, 183
72, 191
99, 138
109, 138
121, 138
131, 138
140, 123
140, 129
140, 137
140, 145
140, 151
88, 79
87, 92
91, 104
98, 112
101, 98
99, 86
105, 159
99, 169
96, 180
99, 189
110, 181
113, 170
157, 107
154, 118
154, 127
157, 134
156, 142
158, 148
162, 161
169, 153
173, 146
172, 133
172, 121
166, 114
158, 110
159, 126
161, 134
160, 141
162, 157
161, 141
162, 134
160, 126
