97, 44
120, 45
142, 50
163, 56
185, 63
203, 77
220, 95
231, 115
237, 136
231, 156
217, 171
199, 180
180, 189
161, 193
143, 200
123, 207
103, 210
95, 74
85, 86
80, 103
80, 121
84, 138
84, 156
79, 170
78, 185
80, 199
91, 207
99, 147
112, 147
125, 149
141, 151
153, 130
154, 138
159, 150
153, 160
153, 166
105, 90
99, 98
97, 110
101, 117
106, 112
108, 98
101, 166
96, 174
96, 184
101, 195
105, 184
105, 173
180, 111
176, 122
174, 139
176, 148
174, 155
175, 162
181, 170
190, 159
195, 150
196, 141
195, 132
189, 120
181, 117
183, 134
186, 142
184, 150
182, 166
184, 150
186, 142
183, 134
