114, 35
132, 38
152, 43
173, 49
193, 56
209, 69
222, 86
234, 105
237, 128
232, 150
222, 167
208, 185
193, 195
175, 200
154, 205
128, 208
101, 207
76, 43
70, 58
69, 73
72, 88
77, 103
76, 132
70, 147
67, 162
68, 179
76, 190
103, 119
116, 119
129, 119
143, 119
149, 105
150, 111
155, 120
151, 130
151, 135
105, 63
94, 72
93, 87
103, 102
111, 91
112, 72
104, 140
92, 147
92, 165
100, 174
108, 164
108, 151
180, 91
173, 102
168, 112
172, 120
168, 134
172, 148
180, 168
190, 150
195, 136
196, 126
195, 114
189, 100
180, 95
176, 112
176, 122
177, 133
182, 163
184, 133
184, 123
184, 114
