147, 48
164, 60
179, 77
195, 93
206, 107
215, 126
218, 147
218, 162
215, 181
200, 190
187, 205
171, 219
153, 227
131, 229
107, 227
81, 220
60, 209
109, 36
101, 41
95, 50
91, 62
94, 76
75, 106
64, 111
54, 120
47, 134
46, 148
106, 97
121, 104
138, 113
153, 119
163, 112
164, 115
164, 127
150, 136
146, 141
138, 65
131, 76
121, 87
119, 89
125, 90
136, 79
96, 144
89, 155
81, 166
77, 171
89, 170
96, 159
186, 138
181, 143
175, 145
174, 148
171, 151
171, 158
169, 165
177, 165
184, 164
190, 160
192, 154
191, 147
186, 142
182, 148
182, 152
176, 155
172, 163
177, 155
182, 152
183, 148
