112, 48
136, 53
157, 59
178, 66
202, 75
215, 88
229, 109
240, 129
242, 150
233, 169
223, 186
207, 199
188, 209
167, 214
144, 216
122, 218
99, 218
84, 66
77, 75
73, 90
74, 105
80, 118
75, 147
71, 160
70, 176
71, 186
76, 201
101, 134
116, 136
131, 138
146, 140
161, 122
162, 131
164, 140
162, 149
159, 158
105, 79
100, 89
100, 102
108, 111
112, 101
112, 89
104, 161
95, 169
94, 182
100, 195
109, 185
109, 171
189, 110
183, 125
177, 132
177, 141
178, 150
184, 161
188, 173
198, 163
203, 152
205, 143
203, 134
198, 125
190, 117
189, 134
189, 142
189, 150
189, 167
190, 149
190, 142
190, 134
