135, 58
159, 71
178, 85
197, 102
212, 118
226, 140
233, 157
237, 173
235, 188
224, 200
207, 207
189, 212
172, 213
152, 213
126, 210
98, 203
73, 195
120, 67
108, 74
100, 85
98, 96
98, 108
84, 130
74, 138
66, 147
62, 160
62, 171
105, 127
120, 134
137, 142
152, 150
170, 146
169, 152
167, 158
162, 163
158, 168
126, 84
117, 91
113, 102
115, 117
122, 105
126, 95
99, 140
86, 146
80, 158
81, 171
89, 163
95, 154
195, 150
185, 155
178, 160
178, 166
173, 169
173, 175
173, 181
185, 180
189, 177
193, 173
196, 167
196, 160
193, 153
187, 164
185, 167
182, 172
177, 178
182, 172
185, 168
187, 164
