114, 68
127, 66
141, 64
154, 71
171, 78
189, 83
209, 85
227, 88
237, 109
239, 136
227, 159
212, 181
192, 193
176, 202
156, 207
137, 210
117, 213
81, 73
74, 80
70, 91
68, 103
71, 115
72, 139
65, 151
66, 167
72, 180
81, 191
94, 121
112, 118
130, 116
144, 115
156, 113
156, 115
158, 122
157, 127
158, 136
107, 75
102, 83
103, 95
109, 104
116, 90
116, 79
107, 143
102, 157
105, 170
110, 178
119, 169
117, 154
177, 96
173, 108
171, 116
174, 122
172, 129
175, 139
181, 153
185, 141
185, 130
186, 122
184, 113
181, 102
177, 100
177, 115
178, 122
177, 129
181, 149
178, 129
179, 122
178, 115
