74, 66
95, 59
118, 56
139, 55
159, 56
175, 58
193, 66
210, 78
223, 95
222, 113
215, 126
206, 139
192, 151
177, 164
159, 177
141, 187
121, 196
65, 85
62, 98
65, 113
73, 126
86, 138
89, 157
87, 167
89, 177
93, 187
100, 193
104, 144
122, 134
140, 125
157, 120
164, 98
167, 104
172, 112
174, 119
175, 125
83, 94
84, 107
90, 121
101, 127
98, 113
93, 102
112, 149
107, 163
109, 175
117, 185
119, 172
117, 160
181, 86
181, 96
179, 105
184, 109
182, 115
186, 117
190, 121
194, 114
197, 110
198, 103
195, 95
189, 91
183, 89
187, 102
189, 107
189, 112
190, 117
190, 112
190, 107
188, 102
