106, 52
125, 53
145, 54
166, 57
186, 63
202, 73
214, 89
222, 106
225, 125
223, 143
219, 156
209, 174
197, 186
178, 198
161, 204
140, 209
121, 213
96, 65
83, 74
75, 90
75, 106
82, 121
87, 153
81, 168
80, 182
85, 197
95, 206
112, 136
123, 134
137, 131
149, 128
157, 113
159, 119
161, 124
162, 130
163, 136
109, 79
104, 88
104, 99
111, 109
115, 98
115, 87
116, 160
111, 171
112, 183
119, 193
123, 181
122, 171
179, 100
173, 108
172, 116
174, 124
178, 132
179, 139
186, 145
190, 137
192, 128
191, 120
189, 112
185, 105
179, 103
181, 114
183, 121
183, 128
185, 141
183, 128
183, 121
181, 114
