102, 58
121, 58
142, 60
163, 63
182, 69
199, 79
212, 91
222, 107
224, 124
222, 142
212, 159
201, 173
186, 185
166, 191
144, 193
122, 195
103, 195
85, 69
78, 78
77, 87
80, 99
87, 109
86, 134
79, 144
77, 156
78, 167
83, 178
104, 123
118, 120
135, 119
150, 117
159, 106
160, 112
161, 119
161, 126
161, 133
101, 72
96, 81
95, 92
102, 100
108, 91
107, 80
101, 145
97, 152
98, 164
102, 172
109, 163
109, 152
186, 96
179, 105
177, 112
179, 119
176, 127
178, 138
185, 149
191, 141
194, 130
195, 121
194, 114
192, 105
185, 100
185, 111
185, 120
184, 130
185, 145
184, 130
185, 120
185, 111
