113, 44
135, 46
157, 54
176, 64
192, 74
207, 88
218, 104
225, 125
230, 141
225, 155
216, 170
203, 183
188, 196
171, 206
151, 210
131, 214
110, 215
91, 60
80, 70
76, 85
76, 101
84, 118
82, 150
76, 162
71, 175
69, 191
73, 202
104, 138
119, 138
135, 139
149, 141
158, 123
158, 130
164, 141
158, 151
157, 156
111, 78
112, 87
110, 99
108, 110
119, 99
120, 88
106, 169
108, 182
108, 193
105, 202
115, 194
116, 181
188, 121
184, 128
180, 132
182, 138
180, 143
183, 146
188, 155
197, 151
201, 144
202, 138
201, 132
197, 124
189, 123
188, 133
191, 138
189, 144
189, 153
190, 144
192, 139
189, 133
