130, 46
149, 49
162, 59
178, 70
191, 83
202, 97
209, 108
216, 119
219, 133
212, 149
201, 169
185, 186
165, 197
148, 203
128, 203
105, 201
83, 197
105, 41
101, 48
98, 59
98, 71
99, 83
91, 110
79, 121
72, 138
70, 155
74, 171
112, 98
124, 101
137, 102
149, 105
161, 103
161, 105
162, 112
157, 118
156, 124
126, 50
118, 59
116, 73
122, 88
129, 74
133, 58
110, 125
99, 131
93, 147
93, 166
105, 157
110, 141
187, 103
180, 104
175, 107
175, 116
170, 125
171, 134
174, 147
185, 143
194, 135
197, 124
198, 115
192, 108
186, 107
182, 114
181, 120
179, 130
178, 141
183, 131
187, 122
187, 115
