126, 43
145, 50
161, 64
180, 73
197, 79
213, 93
224, 116
230, 145
224, 168
215, 193
194, 204
174, 214
154, 214
136, 210
119, 206
95, 206
76, 198
102, 53
86, 58
80, 73
82, 91
78, 103
70, 127
64, 140
52, 152
49, 166
53, 179
91, 120
100, 123
109, 126
117, 128
131, 114
130, 122
130, 132
124, 141
121, 146
108, 68
99, 73
96, 84
99, 97
107, 91
109, 76
83, 141
73, 146
68, 158
69, 169
80, 162
84, 151
179, 106
159, 109
144, 121
142, 137
136, 152
141, 170
156, 183
170, 176
185, 167
190, 154
195, 138
188, 120
177, 110
149, 125
146, 140
142, 154
157, 178
173, 165
179, 149
184, 132
