115, 47
135, 49
153, 52
171, 57
189, 63
207, 74
223, 89
234, 109
238, 129
235, 150
224, 167
210, 182
192, 193
174, 201
154, 205
134, 208
114, 209
97, 60
87, 71
85, 87
89, 102
97, 115
95, 141
87, 155
84, 171
86, 186
96, 196
114, 128
129, 129
144, 129
158, 129
168, 115
168, 121
173, 129
168, 137
168, 143
115, 69
108, 83
108, 96
116, 107
121, 96
122, 82
116, 149
108, 162
108, 175
115, 188
121, 175
121, 163
182, 101
180, 114
180, 122
182, 130
180, 138
179, 145
182, 155
193, 147
198, 139
198, 130
198, 120
193, 111
184, 107
185, 121
188, 129
185, 137
183, 150
187, 137
189, 129
187, 121
