107, 47
135, 54
156, 61
181, 74
203, 88
220, 103
233, 117
244, 131
246, 148
237, 165
226, 173
209, 181
186, 189
161, 196
135, 200
107, 199
79, 195
79, 63
76, 71
75, 84
78, 94
83, 104
76, 129
66, 141
63, 154
64, 166
70, 177
99, 122
122, 127
147, 133
167, 139
180, 124
180, 131
182, 141
176, 150
174, 153
105, 77
98, 85
99, 99
107, 108
110, 96
110, 82
100, 141
89, 150
87, 161
91, 173
98, 164
100, 152
201, 123
195, 129
193, 135
196, 142
192, 148
192, 155
196, 161
204, 158
210, 153
213, 145
212, 137
209, 130
202, 126
201, 134
202, 143
201, 151
198, 159
201, 150
202, 143
202, 134
