113, 50
132, 53
153, 60
171, 68
187, 79
203, 89
212, 104
218, 119
221, 131
219, 148
215, 166
207, 182
195, 195
177, 206
158, 213
137, 216
116, 218
89, 57
85, 69
82, 83
82, 98
88, 111
89, 141
81, 155
78, 169
79, 186
87, 199
107, 130
120, 130
132, 130
145, 130
158, 117
159, 123
160, 131
160, 139
158, 146
107, 74
96, 87
96, 103
110, 111
115, 102
115, 86
107, 150
98, 160
94, 173
101, 190
112, 180
115, 165
179, 109
174, 117
170, 125
171, 132
171, 139
174, 148
182, 155
189, 148
190, 140
190, 132
188, 122
186, 115
180, 113
179, 124
180, 131
179, 137
182, 151
180, 137
181, 131
180, 124
