91, 80
120, 72
147, 67
167, 64
187, 63
201, 62
212, 62
224, 64
234, 72
237, 96
233, 125
219, 148
203, 161
185, 170
166, 178
148, 185
132, 192
57, 90
57, 96
59, 102
64, 108
70, 112
78, 127
74, 137
73, 147
74, 157
81, 167
100, 109
119, 98
138, 88
153, 81
151, 76
156, 75
161, 77
162, 89
161, 99
85, 83
82, 88
85, 95
95, 97
92, 91
89, 86
109, 132
103, 139
102, 146
105, 154
109, 148
109, 140
183, 80
177, 80
175, 84
177, 86
177, 93
179, 98
183, 102
190, 94
194, 86
194, 80
192, 75
188, 75
184, 82
179, 82
182, 88
181, 97
183, 101
188, 90
188, 83
187, 77
