113, 62
130, 62
148, 64
166, 68
183, 75
198, 83
212, 92
226, 100
232, 113
231, 130
224, 147
215, 162
201, 176
183, 189
161, 198
136, 203
111, 204
82, 59
78, 65
78, 74
81, 83
86, 91
86, 120
81, 130
78, 143
78, 155
83, 167
110, 102
125, 100
141, 97
156, 94
163, 88
165, 91
168, 97
166, 106
165, 114
108, 66
103, 73
104, 85
110, 91
114, 81
113, 73
110, 132
104, 140
104, 152
109, 161
115, 152
115, 141
181, 88
180, 93
179, 98
182, 102
179, 108
181, 117
183, 127
191, 119
197, 110
197, 103
195, 98
189, 94
183, 92
185, 98
186, 102
186, 109
184, 123
186, 108
187, 102
185, 97
