113, 43
136, 48
159, 53
179, 62
195, 79
206, 100
214, 122
218, 143
218, 166
210, 178
195, 180
181, 180
166, 182
146, 185
128, 188
109, 187
94, 180
102, 86
93, 97
86, 110
84, 125
88, 138
84, 158
78, 160
74, 163
70, 169
70, 174
100, 152
112, 155
122, 161
131, 167
146, 155
145, 159
144, 167
141, 171
139, 174
114, 96
106, 107
104, 119
109, 128
116, 120
116, 108
99, 158
91, 160
89, 169
89, 176
97, 172
100, 164
174, 128
166, 145
159, 158
159, 168
156, 172
159, 177
166, 175
174, 175
183, 172
189, 165
191, 154
184, 141
175, 135
165, 160
164, 167
163, 171
166, 173
174, 169
179, 163
180, 153
