107, 46
132, 52
157, 61
180, 71
199, 83
213, 102
225, 117
237, 130
241, 144
237, 161
222, 170
208, 179
187, 194
164, 204
139, 206
114, 206
91, 205
94, 66
88, 75
84, 87
84, 98
89, 108
81, 142
79, 152
78, 162
80, 171
85, 184
106, 129
125, 130
147, 132
167, 132
183, 119
183, 126
182, 134
177, 142
170, 154
104, 82
100, 90
101, 102
106, 112
110, 101
110, 89
101, 147
95, 157
95, 169
100, 179
104, 169
105, 158
196, 116
192, 122
192, 128
193, 134
190, 141
190, 147
193, 155
201, 148
205, 142
206, 134
206, 128
203, 121
198, 121
199, 130
199, 135
198, 141
195, 150
198, 141
199, 135
199, 130
