119, 58
134, 64
146, 75
158, 88
171, 100
185, 112
196, 122
211, 134
209, 150
199, 167
183, 186
163, 199
138, 208
118, 207
102, 204
80, 196
62, 188
103, 44
97, 47
94, 54
92, 64
93, 74
82, 88
70, 100
59, 116
51, 133
47, 152
106, 92
121, 96
134, 103
146, 107
153, 102
156, 106
160, 114
149, 126
139, 135
117, 61
106, 64
102, 75
110, 86
119, 80
122, 70
92, 116
81, 118
72, 128
72, 146
86, 145
94, 129
181, 117
177, 122
170, 123
172, 130
166, 135
166, 143
163, 154
174, 151
183, 146
187, 138
189, 128
185, 124
181, 120
178, 128
177, 133
175, 140
168, 152
175, 140
177, 134
179, 129
