119, 45
140, 45
161, 47
182, 51
202, 59
217, 68
228, 78
236, 95
237, 112
235, 130
229, 147
219, 165
205, 179
185, 185
162, 190
141, 193
119, 196
93, 52
87, 65
85, 80
87, 93
96, 105
98, 133
90, 144
84, 156
83, 170
87, 182
109, 117
125, 114
139, 109
154, 106
163, 92
164, 100
165, 109
164, 118
163, 127
118, 53
112, 64
112, 78
117, 87
124, 78
125, 64
116, 144
109, 155
108, 166
114, 177
122, 166
122, 154
189, 91
183, 99
180, 105
179, 111
179, 118
183, 131
190, 145
195, 130
201, 121
204, 111
202, 103
198, 98
189, 97
189, 105
189, 112
190, 120
190, 140
189, 120
190, 112
189, 105
