120, 48
140, 50
161, 51
184, 55
204, 62
220, 75
234, 93
246, 115
250, 136
242, 159
228, 180
213, 197
194, 212
170, 226
143, 227
121, 229
99, 231
66, 55
63, 63
65, 75
70, 87
78, 102
65, 134
52, 149
46, 163
49, 181
62, 195
98, 118
112, 118
126, 119
139, 119
153, 104
153, 111
155, 123
149, 134
147, 142
107, 70
98, 77
96, 93
102, 102
110, 95
114, 74
96, 139
82, 146
82, 166
92, 176
96, 168
99, 146
194, 96
184, 101
174, 110
175, 126
169, 141
172, 158
172, 175
195, 159
210, 147
213, 134
212, 120
205, 107
193, 104
181, 114
180, 130
178, 140
177, 165
196, 147
200, 134
200, 120
