121, 60
131, 63
143, 70
152, 88
166, 90
182, 103
198, 113
216, 110
227, 119
222, 146
219, 176
209, 204
193, 226
169, 239
139, 240
111, 239
84, 238
82, 46
80, 50
78, 57
79, 66
82, 74
75, 102
65, 115
60, 131
61, 152
69, 172
99, 87
116, 83
130, 80
145, 76
150, 69
152, 71
160, 79
148, 97
147, 110
109, 60
105, 60
102, 70
104, 79
111, 74
113, 63
99, 118
92, 121
89, 130
95, 147
104, 132
104, 124
179, 106
177, 101
172, 104
172, 110
171, 115
172, 125
177, 135
185, 129
188, 123
189, 116
189, 111
185, 106
179, 108
178, 110
178, 113
177, 118
178, 132
178, 118
179, 114
179, 110
